,column,value,Compound,Concentration (M)
7393,SNCA Trpl.+ Pyocyanin,17.16946,SNCA Trpl.+ Pyocyanin,0.0
7394,SNCA Trpl.+ Pyocyanin,20.68772,SNCA Trpl.+ Pyocyanin,0.0
7395,SNCA Trpl.+ Pyocyanin,18.38479,SNCA Trpl.+ Pyocyanin,0.0
7396,SNCA Trpl.+ Pyocyanin,16.38565,SNCA Trpl.+ Pyocyanin,0.0
7397,SNCA Trpl.+ Pyocyanin,15.75946,SNCA Trpl.+ Pyocyanin,0.0
7398,SNCA Trpl.+ Pyocyanin,29.02124,SNCA Trpl.+ Pyocyanin,0.0
7399,SNCA Trpl.+ Pyocyanin,27.10455,SNCA Trpl.+ Pyocyanin,0.0
7400,SNCA Trpl.+ Pyocyanin,42.9273,SNCA Trpl.+ Pyocyanin,0.0
7401,SNCA Trpl.+ Pyocyanin,28.04173,SNCA Trpl.+ Pyocyanin,0.0
7402,SNCA Trpl.+ Pyocyanin,39.39356,SNCA Trpl.+ Pyocyanin,0.0
7403,SNCA Trpl.+ Pyocyanin,18.14883,SNCA Trpl.+ Pyocyanin,0.0
7404,SNCA Trpl.+ Pyocyanin,18.00355,SNCA Trpl.+ Pyocyanin,0.0
7405,SNCA Trpl.+ Pyocyanin,19.68412,SNCA Trpl.+ Pyocyanin,0.0
7406,SNCA Trpl.+ Pyocyanin,27.2155,SNCA Trpl.+ Pyocyanin,0.0
7407,SNCA Trpl.+ Pyocyanin,22.28976,SNCA Trpl.+ Pyocyanin,0.0
7408,SNCA Trpl.+ Pyocyanin,30.62422,SNCA Trpl.+ Pyocyanin,0.0
7409,SNCA Trpl.+ Pyocyanin,33.96452,SNCA Trpl.+ Pyocyanin,0.0
7410,SNCA Trpl.+ Pyocyanin,32.25034,SNCA Trpl.+ Pyocyanin,0.0
7411,SNCA Trpl.+ Pyocyanin,31.09642,SNCA Trpl.+ Pyocyanin,0.0
7412,SNCA Trpl.+ Pyocyanin,26.1763,SNCA Trpl.+ Pyocyanin,0.0
7413,SNCA Trpl.+ Pyocyanin,19.02413,SNCA Trpl.+ Pyocyanin,0.0
7414,SNCA Trpl.+ Pyocyanin,7.326117,SNCA Trpl.+ Pyocyanin,0.0
7415,SNCA Trpl.+ Pyocyanin,8.998861,SNCA Trpl.+ Pyocyanin,0.0
7416,SNCA Trpl.+ Pyocyanin,7.46708,SNCA Trpl.+ Pyocyanin,0.0
7417,SNCA Trpl.+ Pyocyanin,11.16606,SNCA Trpl.+ Pyocyanin,0.0
7418,SNCA Trpl.+ Pyocyanin,10.05391,SNCA Trpl.+ Pyocyanin,0.0
7419,SNCA Trpl.+ Pyocyanin,7.930458,SNCA Trpl.+ Pyocyanin,0.0
7420,SNCA Trpl.+ Pyocyanin,18.4076,SNCA Trpl.+ Pyocyanin,0.0
7421,SNCA Trpl.+ Pyocyanin,19.62518,SNCA Trpl.+ Pyocyanin,0.0
7422,SNCA Trpl.+ Pyocyanin,17.39825,SNCA Trpl.+ Pyocyanin,0.0
7423,SNCA Trpl.+ Pyocyanin,32.96523,SNCA Trpl.+ Pyocyanin,0.0
7424,SNCA Trpl.+ Pyocyanin,17.13249,SNCA Trpl.+ Pyocyanin,0.0
7425,SNCA Trpl.+ Pyocyanin,16.23265,SNCA Trpl.+ Pyocyanin,0.0
7426,SNCA Trpl.+ Pyocyanin,19.9742,SNCA Trpl.+ Pyocyanin,0.0
7427,SNCA Trpl.+ Pyocyanin,23.405,SNCA Trpl.+ Pyocyanin,0.0
7428,SNCA Trpl.+ Pyocyanin,18.40026,SNCA Trpl.+ Pyocyanin,0.0
7429,SNCA Trpl.+ Pyocyanin,22.28738,SNCA Trpl.+ Pyocyanin,0.0
7430,SNCA Trpl.+ Pyocyanin,21.91916,SNCA Trpl.+ Pyocyanin,0.0
7431,SNCA Trpl.+ Pyocyanin,15.70168,SNCA Trpl.+ Pyocyanin,0.0
7432,SNCA Trpl.+ Pyocyanin,8.710364,SNCA Trpl.+ Pyocyanin,0.0
7433,SNCA Trpl.+ Pyocyanin,6.422652,SNCA Trpl.+ Pyocyanin,0.0
7434,SNCA Trpl.+ Pyocyanin,5.477256,SNCA Trpl.+ Pyocyanin,0.0
7435,SNCA Trpl.+ Pyocyanin,11.05961,SNCA Trpl.+ Pyocyanin,0.0
7436,SNCA Trpl.+ Pyocyanin,10.07308,SNCA Trpl.+ Pyocyanin,0.0
7437,SNCA Trpl.+ Pyocyanin,6.554208,SNCA Trpl.+ Pyocyanin,0.0
7438,SNCA Trpl.+ Pyocyanin,16.51439,SNCA Trpl.+ Pyocyanin,0.0
7439,SNCA Trpl.+ Pyocyanin,23.37267,SNCA Trpl.+ Pyocyanin,0.0
7440,SNCA Trpl.+ Pyocyanin,25.87392,SNCA Trpl.+ Pyocyanin,0.0
7441,SNCA Trpl.+ Pyocyanin,26.38184,SNCA Trpl.+ Pyocyanin,0.0
7442,SNCA Trpl.+ Pyocyanin,26.57031,SNCA Trpl.+ Pyocyanin,0.0
7443,SNCA Trpl.+ Pyocyanin,24.34972,SNCA Trpl.+ Pyocyanin,0.0
7444,SNCA Trpl.+ Pyocyanin,24.77121,SNCA Trpl.+ Pyocyanin,0.0
7445,SNCA Trpl.+ Pyocyanin,16.2297,SNCA Trpl.+ Pyocyanin,0.0
7446,SNCA Trpl.+ Pyocyanin,33.5526,SNCA Trpl.+ Pyocyanin,0.0
7447,SNCA Trpl.+ Pyocyanin,23.40986,SNCA Trpl.+ Pyocyanin,0.0
7448,SNCA Trpl.+ Pyocyanin,21.64209,SNCA Trpl.+ Pyocyanin,0.0
7449,SNCA Trpl.+ Pyocyanin,27.51738,SNCA Trpl.+ Pyocyanin,0.0
7450,SNCA Trpl.+ Pyocyanin,35.08528,SNCA Trpl.+ Pyocyanin,0.0
7451,SNCA Trpl.+ Pyocyanin,18.28068,SNCA Trpl.+ Pyocyanin,0.0
7452,SNCA Trpl.+ Pyocyanin,30.31324,SNCA Trpl.+ Pyocyanin,0.0
7453,SNCA Trpl.+ Pyocyanin,50.68464,SNCA Trpl.+ Pyocyanin,0.0
7454,SNCA Trpl.+ Pyocyanin,44.1757,SNCA Trpl.+ Pyocyanin,0.0
7455,SNCA Trpl.+ Pyocyanin,52.36176,SNCA Trpl.+ Pyocyanin,0.0
7456,SNCA Trpl.+ Pyocyanin,47.66606,SNCA Trpl.+ Pyocyanin,0.0
7457,SNCA Trpl.+ Pyocyanin,57.63498,SNCA Trpl.+ Pyocyanin,0.0
7458,SNCA Trpl.+ Pyocyanin,38.70135,SNCA Trpl.+ Pyocyanin,0.0
7459,SNCA Trpl.+ Pyocyanin,29.12526,SNCA Trpl.+ Pyocyanin,0.0
7460,SNCA Trpl.+ Pyocyanin,43.84272,SNCA Trpl.+ Pyocyanin,0.0
7461,SNCA Trpl.+ Pyocyanin,59.79313,SNCA Trpl.+ Pyocyanin,0.0
7462,SNCA Trpl.+ Pyocyanin,59.20842,SNCA Trpl.+ Pyocyanin,0.0
7463,SNCA Trpl.+ Pyocyanin,19.563,SNCA Trpl.+ Pyocyanin,0.0
7464,SNCA Trpl.+ Pyocyanin,15.86317,SNCA Trpl.+ Pyocyanin,0.0
7465,SNCA Trpl.+ Pyocyanin,12.89402,SNCA Trpl.+ Pyocyanin,0.0
7466,SNCA Trpl.+ Pyocyanin,15.48488,SNCA Trpl.+ Pyocyanin,0.0
7467,SNCA Trpl.+ Pyocyanin,4.990609,SNCA Trpl.+ Pyocyanin,0.0
7468,SNCA Trpl.+ Pyocyanin,17.16946,SNCA Trpl.+ Pyocyanin,0.0
7469,SNCA Trpl.+ Pyocyanin,20.68772,SNCA Trpl.+ Pyocyanin,0.0
7470,SNCA Trpl.+ Pyocyanin,18.38479,SNCA Trpl.+ Pyocyanin,0.0
7471,SNCA Trpl.+ Pyocyanin,16.38565,SNCA Trpl.+ Pyocyanin,0.0
7472,SNCA Trpl.+ Pyocyanin,15.75946,SNCA Trpl.+ Pyocyanin,0.0
7473,SNCA Trpl.+ Pyocyanin,29.02124,SNCA Trpl.+ Pyocyanin,0.0
7474,SNCA Trpl.+ Pyocyanin,27.10455,SNCA Trpl.+ Pyocyanin,0.0
7475,SNCA Trpl.+ Pyocyanin,42.9273,SNCA Trpl.+ Pyocyanin,0.0
7476,SNCA Trpl.+ Pyocyanin,28.04173,SNCA Trpl.+ Pyocyanin,0.0
7477,SNCA Trpl.+ Pyocyanin,39.39356,SNCA Trpl.+ Pyocyanin,0.0
7478,SNCA Trpl.+ Pyocyanin,18.14883,SNCA Trpl.+ Pyocyanin,0.0
7479,SNCA Trpl.+ Pyocyanin,18.00355,SNCA Trpl.+ Pyocyanin,0.0
7480,SNCA Trpl.+ Pyocyanin,19.68412,SNCA Trpl.+ Pyocyanin,0.0
7481,SNCA Trpl.+ Pyocyanin,27.2155,SNCA Trpl.+ Pyocyanin,0.0
7482,SNCA Trpl.+ Pyocyanin,22.28976,SNCA Trpl.+ Pyocyanin,0.0
7483,SNCA Trpl.+ Pyocyanin,30.62422,SNCA Trpl.+ Pyocyanin,0.0
7484,SNCA Trpl.+ Pyocyanin,33.96452,SNCA Trpl.+ Pyocyanin,0.0
7485,SNCA Trpl.+ Pyocyanin,32.25034,SNCA Trpl.+ Pyocyanin,0.0
7486,SNCA Trpl.+ Pyocyanin,31.09642,SNCA Trpl.+ Pyocyanin,0.0
7487,SNCA Trpl.+ Pyocyanin,26.1763,SNCA Trpl.+ Pyocyanin,0.0
7488,SNCA Trpl.+ Pyocyanin,19.02413,SNCA Trpl.+ Pyocyanin,0.0
7489,SNCA Trpl.+ Pyocyanin,7.326117,SNCA Trpl.+ Pyocyanin,0.0
7490,SNCA Trpl.+ Pyocyanin,8.998861,SNCA Trpl.+ Pyocyanin,0.0
7491,SNCA Trpl.+ Pyocyanin,7.46708,SNCA Trpl.+ Pyocyanin,0.0
7492,SNCA Trpl.+ Pyocyanin,11.16606,SNCA Trpl.+ Pyocyanin,0.0
7493,SNCA Trpl.+ Pyocyanin,10.05391,SNCA Trpl.+ Pyocyanin,0.0
7494,SNCA Trpl.+ Pyocyanin,7.930458,SNCA Trpl.+ Pyocyanin,0.0
7495,SNCA Trpl.+ Pyocyanin,18.4076,SNCA Trpl.+ Pyocyanin,0.0
7496,SNCA Trpl.+ Pyocyanin,19.62518,SNCA Trpl.+ Pyocyanin,0.0
7497,SNCA Trpl.+ Pyocyanin,17.39825,SNCA Trpl.+ Pyocyanin,0.0
7498,SNCA Trpl.+ Pyocyanin,32.96523,SNCA Trpl.+ Pyocyanin,0.0
7499,SNCA Trpl.+ Pyocyanin,17.13249,SNCA Trpl.+ Pyocyanin,0.0
7500,SNCA Trpl.+ Pyocyanin,16.23265,SNCA Trpl.+ Pyocyanin,0.0
7501,SNCA Trpl.+ Pyocyanin,19.9742,SNCA Trpl.+ Pyocyanin,0.0
7502,SNCA Trpl.+ Pyocyanin,23.405,SNCA Trpl.+ Pyocyanin,0.0
7503,SNCA Trpl.+ Pyocyanin,18.40026,SNCA Trpl.+ Pyocyanin,0.0
7504,SNCA Trpl.+ Pyocyanin,22.28738,SNCA Trpl.+ Pyocyanin,0.0
7505,SNCA Trpl.+ Pyocyanin,21.91916,SNCA Trpl.+ Pyocyanin,0.0
7506,SNCA Trpl.+ Pyocyanin,15.70168,SNCA Trpl.+ Pyocyanin,0.0
7507,SNCA Trpl.+ Pyocyanin,8.710364,SNCA Trpl.+ Pyocyanin,0.0
7508,SNCA Trpl.+ Pyocyanin,6.422652,SNCA Trpl.+ Pyocyanin,0.0
7509,SNCA Trpl.+ Pyocyanin,5.477256,SNCA Trpl.+ Pyocyanin,0.0
7510,SNCA Trpl.+ Pyocyanin,11.05961,SNCA Trpl.+ Pyocyanin,0.0
7511,SNCA Trpl.+ Pyocyanin,10.07308,SNCA Trpl.+ Pyocyanin,0.0
7512,SNCA Trpl.+ Pyocyanin,6.554208,SNCA Trpl.+ Pyocyanin,0.0
7513,SNCA Trpl.+ Pyocyanin,16.51439,SNCA Trpl.+ Pyocyanin,0.0
7514,SNCA Trpl.+ Pyocyanin,23.37267,SNCA Trpl.+ Pyocyanin,0.0
7515,SNCA Trpl.+ Pyocyanin,25.87392,SNCA Trpl.+ Pyocyanin,0.0
7516,SNCA Trpl.+ Pyocyanin,26.38184,SNCA Trpl.+ Pyocyanin,0.0
7517,SNCA Trpl.+ Pyocyanin,26.57031,SNCA Trpl.+ Pyocyanin,0.0
7518,SNCA Trpl.+ Pyocyanin,24.34972,SNCA Trpl.+ Pyocyanin,0.0
7519,SNCA Trpl.+ Pyocyanin,24.77121,SNCA Trpl.+ Pyocyanin,0.0
7520,SNCA Trpl.+ Pyocyanin,16.2297,SNCA Trpl.+ Pyocyanin,0.0
7521,SNCA Trpl.+ Pyocyanin,33.5526,SNCA Trpl.+ Pyocyanin,0.0
7522,SNCA Trpl.+ Pyocyanin,23.40986,SNCA Trpl.+ Pyocyanin,0.0
7523,SNCA Trpl.+ Pyocyanin,21.64209,SNCA Trpl.+ Pyocyanin,0.0
7524,SNCA Trpl.+ Pyocyanin,27.51738,SNCA Trpl.+ Pyocyanin,0.0
7525,SNCA Trpl.+ Pyocyanin,35.08528,SNCA Trpl.+ Pyocyanin,0.0
7526,SNCA Trpl.+ Pyocyanin,18.28068,SNCA Trpl.+ Pyocyanin,0.0
7527,SNCA Trpl.+ Pyocyanin,30.31324,SNCA Trpl.+ Pyocyanin,0.0
7528,SNCA Trpl.+ Pyocyanin,50.68464,SNCA Trpl.+ Pyocyanin,0.0
7529,SNCA Trpl.+ Pyocyanin,44.1757,SNCA Trpl.+ Pyocyanin,0.0
7530,SNCA Trpl.+ Pyocyanin,52.36176,SNCA Trpl.+ Pyocyanin,0.0
7531,SNCA Trpl.+ Pyocyanin,47.66606,SNCA Trpl.+ Pyocyanin,0.0
7532,SNCA Trpl.+ Pyocyanin,57.63498,SNCA Trpl.+ Pyocyanin,0.0
7533,SNCA Trpl.+ Pyocyanin,38.70135,SNCA Trpl.+ Pyocyanin,0.0
7534,SNCA Trpl.+ Pyocyanin,29.12526,SNCA Trpl.+ Pyocyanin,0.0
7535,SNCA Trpl.+ Pyocyanin,43.84272,SNCA Trpl.+ Pyocyanin,0.0
7536,SNCA Trpl.+ Pyocyanin,59.79313,SNCA Trpl.+ Pyocyanin,0.0
7537,SNCA Trpl.+ Pyocyanin,59.20842,SNCA Trpl.+ Pyocyanin,0.0
7538,SNCA Trpl.+ Pyocyanin,19.563,SNCA Trpl.+ Pyocyanin,0.0
7539,SNCA Trpl.+ Pyocyanin,15.86317,SNCA Trpl.+ Pyocyanin,0.0
7540,SNCA Trpl.+ Pyocyanin,12.89402,SNCA Trpl.+ Pyocyanin,0.0
7541,SNCA Trpl.+ Pyocyanin,15.48488,SNCA Trpl.+ Pyocyanin,0.0
7542,SNCA Trpl.+ Pyocyanin,4.990609,SNCA Trpl.+ Pyocyanin,0.0
7543,SNCA Trpl.+ Pyocyanin,17.16946,SNCA Trpl.+ Pyocyanin,0.0
7544,SNCA Trpl.+ Pyocyanin,20.68772,SNCA Trpl.+ Pyocyanin,0.0
7545,SNCA Trpl.+ Pyocyanin,18.38479,SNCA Trpl.+ Pyocyanin,0.0
7546,SNCA Trpl.+ Pyocyanin,16.38565,SNCA Trpl.+ Pyocyanin,0.0
7547,SNCA Trpl.+ Pyocyanin,15.75946,SNCA Trpl.+ Pyocyanin,0.0
7548,SNCA Trpl.+ Pyocyanin,29.02124,SNCA Trpl.+ Pyocyanin,0.0
7549,SNCA Trpl.+ Pyocyanin,27.10455,SNCA Trpl.+ Pyocyanin,0.0
7550,SNCA Trpl.+ Pyocyanin,42.9273,SNCA Trpl.+ Pyocyanin,0.0
7551,SNCA Trpl.+ Pyocyanin,28.04173,SNCA Trpl.+ Pyocyanin,0.0
7552,SNCA Trpl.+ Pyocyanin,39.39356,SNCA Trpl.+ Pyocyanin,0.0
7553,SNCA Trpl.+ Pyocyanin,18.14883,SNCA Trpl.+ Pyocyanin,0.0
7554,SNCA Trpl.+ Pyocyanin,18.00355,SNCA Trpl.+ Pyocyanin,0.0
7555,SNCA Trpl.+ Pyocyanin,19.68412,SNCA Trpl.+ Pyocyanin,0.0
7556,SNCA Trpl.+ Pyocyanin,27.2155,SNCA Trpl.+ Pyocyanin,0.0
7557,SNCA Trpl.+ Pyocyanin,22.28976,SNCA Trpl.+ Pyocyanin,0.0
7558,SNCA Trpl.+ Pyocyanin,30.62422,SNCA Trpl.+ Pyocyanin,0.0
7559,SNCA Trpl.+ Pyocyanin,33.96452,SNCA Trpl.+ Pyocyanin,0.0
7560,SNCA Trpl.+ Pyocyanin,32.25034,SNCA Trpl.+ Pyocyanin,0.0
7561,SNCA Trpl.+ Pyocyanin,31.09642,SNCA Trpl.+ Pyocyanin,0.0
7562,SNCA Trpl.+ Pyocyanin,26.1763,SNCA Trpl.+ Pyocyanin,0.0
7563,SNCA Trpl.+ Pyocyanin,19.02413,SNCA Trpl.+ Pyocyanin,0.0
7564,SNCA Trpl.+ Pyocyanin,7.326117,SNCA Trpl.+ Pyocyanin,0.0
7565,SNCA Trpl.+ Pyocyanin,8.998861,SNCA Trpl.+ Pyocyanin,0.0
7566,SNCA Trpl.+ Pyocyanin,7.46708,SNCA Trpl.+ Pyocyanin,0.0
7567,SNCA Trpl.+ Pyocyanin,11.16606,SNCA Trpl.+ Pyocyanin,0.0
7568,SNCA Trpl.+ Pyocyanin,10.05391,SNCA Trpl.+ Pyocyanin,0.0
7569,SNCA Trpl.+ Pyocyanin,7.930458,SNCA Trpl.+ Pyocyanin,0.0
7570,SNCA Trpl.+ Pyocyanin,18.4076,SNCA Trpl.+ Pyocyanin,0.0
7571,SNCA Trpl.+ Pyocyanin,19.62518,SNCA Trpl.+ Pyocyanin,0.0
7572,SNCA Trpl.+ Pyocyanin,17.39825,SNCA Trpl.+ Pyocyanin,0.0
7573,SNCA Trpl.+ Pyocyanin,32.96523,SNCA Trpl.+ Pyocyanin,0.0
7574,SNCA Trpl.+ Pyocyanin,17.13249,SNCA Trpl.+ Pyocyanin,0.0
7575,SNCA Trpl.+ Pyocyanin,16.23265,SNCA Trpl.+ Pyocyanin,0.0
7576,SNCA Trpl.+ Pyocyanin,19.9742,SNCA Trpl.+ Pyocyanin,0.0
7577,SNCA Trpl.+ Pyocyanin,23.405,SNCA Trpl.+ Pyocyanin,0.0
7578,SNCA Trpl.+ Pyocyanin,18.40026,SNCA Trpl.+ Pyocyanin,0.0
7579,SNCA Trpl.+ Pyocyanin,22.28738,SNCA Trpl.+ Pyocyanin,0.0
7580,SNCA Trpl.+ Pyocyanin,21.91916,SNCA Trpl.+ Pyocyanin,0.0
7581,SNCA Trpl.+ Pyocyanin,15.70168,SNCA Trpl.+ Pyocyanin,0.0
7582,SNCA Trpl.+ Pyocyanin,8.710364,SNCA Trpl.+ Pyocyanin,0.0
7583,SNCA Trpl.+ Pyocyanin,6.422652,SNCA Trpl.+ Pyocyanin,0.0
7584,SNCA Trpl.+ Pyocyanin,5.477256,SNCA Trpl.+ Pyocyanin,0.0
7585,SNCA Trpl.+ Pyocyanin,11.05961,SNCA Trpl.+ Pyocyanin,0.0
7586,SNCA Trpl.+ Pyocyanin,10.07308,SNCA Trpl.+ Pyocyanin,0.0
7587,SNCA Trpl.+ Pyocyanin,6.554208,SNCA Trpl.+ Pyocyanin,0.0
7588,SNCA Trpl.+ Pyocyanin,16.51439,SNCA Trpl.+ Pyocyanin,0.0
7589,SNCA Trpl.+ Pyocyanin,23.37267,SNCA Trpl.+ Pyocyanin,0.0
7590,SNCA Trpl.+ Pyocyanin,25.87392,SNCA Trpl.+ Pyocyanin,0.0
7591,SNCA Trpl.+ Pyocyanin,26.38184,SNCA Trpl.+ Pyocyanin,0.0
7592,SNCA Trpl.+ Pyocyanin,26.57031,SNCA Trpl.+ Pyocyanin,0.0
7593,SNCA Trpl.+ Pyocyanin,24.34972,SNCA Trpl.+ Pyocyanin,0.0
7594,SNCA Trpl.+ Pyocyanin,24.77121,SNCA Trpl.+ Pyocyanin,0.0
7595,SNCA Trpl.+ Pyocyanin,16.2297,SNCA Trpl.+ Pyocyanin,0.0
7596,SNCA Trpl.+ Pyocyanin,33.5526,SNCA Trpl.+ Pyocyanin,0.0
7597,SNCA Trpl.+ Pyocyanin,23.40986,SNCA Trpl.+ Pyocyanin,0.0
7598,SNCA Trpl.+ Pyocyanin,21.64209,SNCA Trpl.+ Pyocyanin,0.0
7599,SNCA Trpl.+ Pyocyanin,27.51738,SNCA Trpl.+ Pyocyanin,0.0
7600,SNCA Trpl.+ Pyocyanin,35.08528,SNCA Trpl.+ Pyocyanin,0.0
7601,SNCA Trpl.+ Pyocyanin,18.28068,SNCA Trpl.+ Pyocyanin,0.0
7602,SNCA Trpl.+ Pyocyanin,30.31324,SNCA Trpl.+ Pyocyanin,0.0
7603,SNCA Trpl.+ Pyocyanin,50.68464,SNCA Trpl.+ Pyocyanin,0.0
7604,SNCA Trpl.+ Pyocyanin,44.1757,SNCA Trpl.+ Pyocyanin,0.0
7605,SNCA Trpl.+ Pyocyanin,52.36176,SNCA Trpl.+ Pyocyanin,0.0
7606,SNCA Trpl.+ Pyocyanin,47.66606,SNCA Trpl.+ Pyocyanin,0.0
7607,SNCA Trpl.+ Pyocyanin,57.63498,SNCA Trpl.+ Pyocyanin,0.0
7608,SNCA Trpl.+ Pyocyanin,38.70135,SNCA Trpl.+ Pyocyanin,0.0
7609,SNCA Trpl.+ Pyocyanin,29.12526,SNCA Trpl.+ Pyocyanin,0.0
7610,SNCA Trpl.+ Pyocyanin,43.84272,SNCA Trpl.+ Pyocyanin,0.0
7611,SNCA Trpl.+ Pyocyanin,59.79313,SNCA Trpl.+ Pyocyanin,0.0
7612,SNCA Trpl.+ Pyocyanin,59.20842,SNCA Trpl.+ Pyocyanin,0.0
7613,SNCA Trpl.+ Pyocyanin,19.563,SNCA Trpl.+ Pyocyanin,0.0
7614,SNCA Trpl.+ Pyocyanin,15.86317,SNCA Trpl.+ Pyocyanin,0.0
7615,SNCA Trpl.+ Pyocyanin,12.89402,SNCA Trpl.+ Pyocyanin,0.0
7616,SNCA Trpl.+ Pyocyanin,15.48488,SNCA Trpl.+ Pyocyanin,0.0
7617,SNCA Trpl.+ Pyocyanin,4.990609,SNCA Trpl.+ Pyocyanin,0.0
7618,SNCA Trpl.+ Pyocyanin,17.16946,SNCA Trpl.+ Pyocyanin,0.0
7619,SNCA Trpl.+ Pyocyanin,20.68772,SNCA Trpl.+ Pyocyanin,0.0
7620,SNCA Trpl.+ Pyocyanin,18.38479,SNCA Trpl.+ Pyocyanin,0.0
7621,SNCA Trpl.+ Pyocyanin,16.38565,SNCA Trpl.+ Pyocyanin,0.0
7622,SNCA Trpl.+ Pyocyanin,15.75946,SNCA Trpl.+ Pyocyanin,0.0
7623,SNCA Trpl.+ Pyocyanin,29.02124,SNCA Trpl.+ Pyocyanin,0.0
7624,SNCA Trpl.+ Pyocyanin,27.10455,SNCA Trpl.+ Pyocyanin,0.0
7625,SNCA Trpl.+ Pyocyanin,42.9273,SNCA Trpl.+ Pyocyanin,0.0
7626,SNCA Trpl.+ Pyocyanin,28.04173,SNCA Trpl.+ Pyocyanin,0.0
7627,SNCA Trpl.+ Pyocyanin,39.39356,SNCA Trpl.+ Pyocyanin,0.0
7628,SNCA Trpl.+ Pyocyanin,18.14883,SNCA Trpl.+ Pyocyanin,0.0
7629,SNCA Trpl.+ Pyocyanin,18.00355,SNCA Trpl.+ Pyocyanin,0.0
7630,SNCA Trpl.+ Pyocyanin,19.68412,SNCA Trpl.+ Pyocyanin,0.0
7631,SNCA Trpl.+ Pyocyanin,27.2155,SNCA Trpl.+ Pyocyanin,0.0
7632,SNCA Trpl.+ Pyocyanin,22.28976,SNCA Trpl.+ Pyocyanin,0.0
7633,SNCA Trpl.+ Pyocyanin,30.62422,SNCA Trpl.+ Pyocyanin,0.0
7634,SNCA Trpl.+ Pyocyanin,33.96452,SNCA Trpl.+ Pyocyanin,0.0
7635,SNCA Trpl.+ Pyocyanin,32.25034,SNCA Trpl.+ Pyocyanin,0.0
7636,SNCA Trpl.+ Pyocyanin,31.09642,SNCA Trpl.+ Pyocyanin,0.0
7637,SNCA Trpl.+ Pyocyanin,26.1763,SNCA Trpl.+ Pyocyanin,0.0
7638,SNCA Trpl.+ Pyocyanin,19.02413,SNCA Trpl.+ Pyocyanin,0.0
7639,SNCA Trpl.+ Pyocyanin,7.326117,SNCA Trpl.+ Pyocyanin,0.0
7640,SNCA Trpl.+ Pyocyanin,8.998861,SNCA Trpl.+ Pyocyanin,0.0
7641,SNCA Trpl.+ Pyocyanin,7.46708,SNCA Trpl.+ Pyocyanin,0.0
7642,SNCA Trpl.+ Pyocyanin,11.16606,SNCA Trpl.+ Pyocyanin,0.0
7643,SNCA Trpl.+ Pyocyanin,10.05391,SNCA Trpl.+ Pyocyanin,0.0
7644,SNCA Trpl.+ Pyocyanin,7.930458,SNCA Trpl.+ Pyocyanin,0.0
7645,SNCA Trpl.+ Pyocyanin,18.4076,SNCA Trpl.+ Pyocyanin,0.0
7646,SNCA Trpl.+ Pyocyanin,19.62518,SNCA Trpl.+ Pyocyanin,0.0
7647,SNCA Trpl.+ Pyocyanin,17.39825,SNCA Trpl.+ Pyocyanin,0.0
7648,SNCA Trpl.+ Pyocyanin,32.96523,SNCA Trpl.+ Pyocyanin,0.0
7649,SNCA Trpl.+ Pyocyanin,17.13249,SNCA Trpl.+ Pyocyanin,0.0
7650,SNCA Trpl.+ Pyocyanin,16.23265,SNCA Trpl.+ Pyocyanin,0.0
7651,SNCA Trpl.+ Pyocyanin,19.9742,SNCA Trpl.+ Pyocyanin,0.0
7652,SNCA Trpl.+ Pyocyanin,23.405,SNCA Trpl.+ Pyocyanin,0.0
7653,SNCA Trpl.+ Pyocyanin,18.40026,SNCA Trpl.+ Pyocyanin,0.0
7654,SNCA Trpl.+ Pyocyanin,22.28738,SNCA Trpl.+ Pyocyanin,0.0
7655,SNCA Trpl.+ Pyocyanin,21.91916,SNCA Trpl.+ Pyocyanin,0.0
7656,SNCA Trpl.+ Pyocyanin,15.70168,SNCA Trpl.+ Pyocyanin,0.0
7657,SNCA Trpl.+ Pyocyanin,8.710364,SNCA Trpl.+ Pyocyanin,0.0
7658,SNCA Trpl.+ Pyocyanin,6.422652,SNCA Trpl.+ Pyocyanin,0.0
7659,SNCA Trpl.+ Pyocyanin,5.477256,SNCA Trpl.+ Pyocyanin,0.0
7660,SNCA Trpl.+ Pyocyanin,11.05961,SNCA Trpl.+ Pyocyanin,0.0
7661,SNCA Trpl.+ Pyocyanin,10.07308,SNCA Trpl.+ Pyocyanin,0.0
7662,SNCA Trpl.+ Pyocyanin,6.554208,SNCA Trpl.+ Pyocyanin,0.0
7663,SNCA Trpl.+ Pyocyanin,16.51439,SNCA Trpl.+ Pyocyanin,0.0
7664,SNCA Trpl.+ Pyocyanin,23.37267,SNCA Trpl.+ Pyocyanin,0.0
7665,SNCA Trpl.+ Pyocyanin,25.87392,SNCA Trpl.+ Pyocyanin,0.0
7666,SNCA Trpl.+ Pyocyanin,26.38184,SNCA Trpl.+ Pyocyanin,0.0
7667,SNCA Trpl.+ Pyocyanin,26.57031,SNCA Trpl.+ Pyocyanin,0.0
7668,SNCA Trpl.+ Pyocyanin,24.34972,SNCA Trpl.+ Pyocyanin,0.0
7669,SNCA Trpl.+ Pyocyanin,24.77121,SNCA Trpl.+ Pyocyanin,0.0
7670,SNCA Trpl.+ Pyocyanin,16.2297,SNCA Trpl.+ Pyocyanin,0.0
7671,SNCA Trpl.+ Pyocyanin,33.5526,SNCA Trpl.+ Pyocyanin,0.0
