,Well,Plate,tags,Cell_Correlation_MAP2_SNCA,Cell_Correlation_TH_SNCA,Cell_Correlation_VanSteelselsMeanX_TH_SNCA,Cell_Correlation_VanSteelselsMeanY_TH_SNCA,Cell_Correlation_VanSteelselsSigmaX_TH_SNCA,Cell_Correlation_VanSteelselsSigmaY_TH_SNCA,Cell_Intensity_MeanIntensity_MAP2,Cell_Intensity_MeanIntensity_SNCA,Cell_Intensity_MeanIntensity_TH,Cell_Intensity_SumIntensityPerNuclei_SNCA,Cell_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cell_Neurites_BranchingPointsPerNuclei_MAP2,Cell_Neurites_BranchingPointsPerNuclei_TH,Cell_Neurites_LengthPerNuclei_MAP2,Cell_Neurites_LengthPerNuclei_TH,Cell_Neurites_Length_MAP2,Cell_Neurites_Length_TH,Cell_SurfacePerNuclei_MAP2,Cell_SurfacePerNuclei_MAP2_SNCA,Cell_SurfacePerNuclei_SNCA,Cell_SurfacePerNuclei_TH,Cell_SurfacePerNuclei_TH_SNCA,Cell_Surface_RatioSurface_TH_SNCA,Cell_Surface_TotalSurface_MAP2,Cell_Surface_TotalSurface_SNCA,Cell_Surface_TotalSurface_SNCA_MAP2,Cell_Surface_TotalSurface_TH,Cell_Surface_TotalSurface_TH_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_SNCA,Cell_TH_SNCA_Intensity_MeanIntensity_TH,Cell_TH_SNCA_Intensity_SumIntensityPerNuclei_SNCA,Cell_Texture_SNCA_AngularSecondMoment_000,Cell_Texture_SNCA_AngularSecondMoment_045,Cell_Texture_SNCA_AngularSecondMoment_090,Cell_Texture_SNCA_AngularSecondMoment_135,Cell_Texture_SNCA_Contrast_000,Cell_Texture_SNCA_Contrast_045,Cell_Texture_SNCA_Contrast_090,Cell_Texture_SNCA_Contrast_135,Cell_Texture_SNCA_Correlation_000,Cell_Texture_SNCA_Correlation_045,Cell_Texture_SNCA_Correlation_090,Cell_Texture_SNCA_Correlation_135,Cell_Texture_SNCA_DifferenceEntropy_000,Cell_Texture_SNCA_DifferenceEntropy_045,Cell_Texture_SNCA_DifferenceEntropy_090,Cell_Texture_SNCA_DifferenceEntropy_135,Cell_Texture_SNCA_DifferenceVariance_000,Cell_Texture_SNCA_DifferenceVariance_045,Cell_Texture_SNCA_DifferenceVariance_090,Cell_Texture_SNCA_DifferenceVariance_135,Cell_Texture_SNCA_Entropy_000,Cell_Texture_SNCA_Entropy_045,Cell_Texture_SNCA_Entropy_090,Cell_Texture_SNCA_Entropy_135,Cell_Texture_SNCA_InfoMeasuresOfCorr1_000,Cell_Texture_SNCA_InfoMeasuresOfCorr1_045,Cell_Texture_SNCA_InfoMeasuresOfCorr1_090,Cell_Texture_SNCA_InfoMeasuresOfCorr1_135,Cell_Texture_SNCA_InfoMeasuresOfCorr2_000,Cell_Texture_SNCA_InfoMeasuresOfCorr2_045,Cell_Texture_SNCA_InfoMeasuresOfCorr2_090,Cell_Texture_SNCA_InfoMeasuresOfCorr2_135,Cell_Texture_SNCA_InverseDiffMoment_000,Cell_Texture_SNCA_InverseDiffMoment_045,Cell_Texture_SNCA_InverseDiffMoment_090,Cell_Texture_SNCA_InverseDiffMoment_135,Cell_Texture_SNCA_SumAverage_000,Cell_Texture_SNCA_SumAverage_045,Cell_Texture_SNCA_SumAverage_090,Cell_Texture_SNCA_SumAverage_135,Cell_Texture_SNCA_SumEntropy_000,Cell_Texture_SNCA_SumEntropy_045,Cell_Texture_SNCA_SumEntropy_090,Cell_Texture_SNCA_SumEntropy_135,Cell_Texture_SNCA_SumOfSquares_000,Cell_Texture_SNCA_SumOfSquares_045,Cell_Texture_SNCA_SumOfSquares_090,Cell_Texture_SNCA_SumOfSquares_135,Cell_Texture_SNCA_SumVariance_000,Cell_Texture_SNCA_SumVariance_045,Cell_Texture_SNCA_SumVariance_090,Cell_Texture_SNCA_SumVariance_135,Cytoplasm_Intensity_MeanIntensity_SNCA,Cytoplasm_MAP2_SNCA_Intensity_MeanIntensity_SNCA,Cytoplasm_SurfacePerNuclei_SNCA,Cytoplasm_SurfacePerNuclei_TH_SNCA,Cytoplasm_Surface_TotalSurface SNCA,Cytoplasm_Surface_TotalSurface_SNCA,IndividualCell_Intensity_MeanIntensity_SNCA,IndividualCell_Intensity_RadialProfile_InterceptFit_SNCA,IndividualCell_Intensity_RadialProfile_MaxSlope_SNCA,IndividualCell_Intensity_RadialProfile_Maximum_SNCA,IndividualCell_Intensity_RadialProfile_MeanCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_MeanGradient_SNCA,IndividualCell_Intensity_RadialProfile_Mean_SNCA,IndividualCell_Intensity_RadialProfile_Median_SNCA,IndividualCell_Intensity_RadialProfile_Minimum_SNCA,IndividualCell_Intensity_RadialProfile_Q1_SNCA,IndividualCell_Intensity_RadialProfile_Q3_SNCA,IndividualCell_Intensity_RadialProfile_SlopeFit_SNCA,IndividualCell_Intensity_RadialProfile_StdCoeffVar_SNCA,IndividualCell_Intensity_RadialProfile_Std_SNCA,IndividualCell_Intensity_SumIntensity_SNCA,IndividualCell_Surface_MeanSurface_SNCA,Membrane_Intensity_MeanIntensity_MAP2,Membrane_Intensity_MeanIntensity_SNCA,Membrane_Intensity_MeanIntensity_TH,Membrane_Surface_SurfacePerNuclei_MAP2,Membrane_Surface_SurfacePerNuclei_SNCA,Membrane_Surface_SurfacePerNuclei_TH,Nuclei_Living_Ratio_MAP2,Nuclei_Living_Ratio_MAP2_SNCA,Nuclei_Living_Ratio_SNCA,Nuclei_Living_Ratio_TH,Nuclei_Living_Ratio_TH_SNCA,Nuclei_Number_Big,Nuclei_Number_Dead,Nuclei_Number_Living,Nuclei_Number_MAP2,Nuclei_Number_MAP2_SNCA,Nuclei_Number_SNCA,Nuclei_Number_TH,Nuclei_Number_TH_SNCA,Nuclei_Ratio_Dead,Nuclei_Ratio_Living,Nuclei_Surface_MeanArea
211,M14,Mat67-PD-SCP-01,WT - DMSO,0.246743,0.0490421,37.3945,33.5289,4.61249,4.22949,1104.9,675.574,585.134,3131770.0,667.678,4.23323,10.6185,428.791,585.967,402635.0,304117.0,15041.4,4457.43,4635.71,10881.7,4419.67,0.820011,14123900.0,4631080.0,4136500.0,5647580.0,2231940.0,697.157,590.892,3081210.0,0.00387082,0.00351739,0.00377201,0.00351704,430.963,686.063,441.993,688.171,129545000.0,132209000.0,129503000.0,132206000.0,1.52461,1.62784,1.5401,1.62852,6.19057e-05,5.4588e-05,6.2827e-05,5.44682e-05,3.18844,3.24989,3.20247,3.25037,-0.339651,-0.310896,-0.331106,-0.310621,0.850767,0.831922,0.845209,0.831796,0.218421,0.191366,0.209029,0.191207,92.0497,93.2934,92.3087,93.2927,2.19433,2.1966,2.19183,2.1965,4866.12,4939.58,4877.93,4939.51,18840.2,18991.6,18872.6,18990.3,510.535,524.248,704.528,678.746,629876.0,703823.0,625.168,835.578,-6.93357,1785.35,11.282,-6.49011,861.311,1046.56,251.0,652.908,1417.56,-7.16384,8.65569,236.748,3871330.0,5993.88,484.674,627.296,461.879,2981.51,278.674,878.264,0.939,0.928,0.999,0.519,0.505,15.0,437.0,1000.0,939.0,928.0,999.0,519.0,505.0,0.304106,0.695894,3053.89
229,N12,Mat67-PD-SCP-01,Mut - PRO,0.322123,0.140696,51.4213,60.7661,18.5906,21.6408,1007.39,666.279,657.739,3506280.0,674.009,5.99828,8.19054,497.704,524.395,579328.0,377040.0,16229.4,4850.12,5262.48,11084.1,4367.64,0.808247,18891000.0,6441280.0,5572790.0,7969450.0,3052980.0,693.688,698.79,3029780.0,0.00329001,0.00296607,0.00322802,0.00296018,462.734,733.831,471.272,728.155,147396000.0,149394000.0,147220000.0,149423000.0,1.55742,1.66376,1.56996,1.66276,5.75016e-05,5.00772e-05,5.87032e-05,5.01449e-05,3.24793,3.31102,3.25975,3.31159,-0.329361,-0.299653,-0.321953,-0.299402,0.845749,0.825116,0.840519,0.824813,0.203916,0.176365,0.195722,0.176247,94.1134,95.3146,94.3704,95.3139,2.21906,2.21945,2.21621,2.21954,4831.14,4900.47,4842.31,4900.37,18671.1,18796.5,18700.2,18798.9,397.475,404.624,1454.69,1264.98,1453460.0,1780540.0,650.686,912.462,-9.29381,1882.92,11.5612,-7.57531,874.808,1094.82,251.19,678.539,1489.29,-8.46044,10.3245,242.566,4989510.0,7313.88,450.56,527.751,548.749,3668.69,547.116,1309.46,0.944805,0.93263,0.993506,0.583604,0.56737,37.0,470.0,1232.0,1164.0,1149.0,1224.0,719.0,699.0,0.276146,0.723854,2944.5
230,N13,Mat67-PD-SCP-01,Mut - DMSO,0.308122,0.0732132,43.4788,47.474,8.06754,8.83319,1121.46,705.363,637.569,4087670.0,707.384,5.04767,9.24957,480.713,558.728,473983.0,322386.0,16530.1,5621.66,5795.13,10986.0,5113.05,0.993747,16298700.0,6299300.0,5453010.0,6338940.0,2883760.0,750.672,622.732,3838230.0,0.00505075,0.00459888,0.00495413,0.00459557,407.763,656.183,421.918,660.101,132085000.0,133977000.0,131753000.0,133938000.0,1.50408,1.60943,1.51846,1.61084,6.33417e-05,5.56593e-05,6.44068e-05,5.56613e-05,3.16682,3.2304,3.18039,3.23137,-0.337427,-0.306595,-0.32911,-0.306214,0.845929,0.825105,0.840269,0.824827,0.225534,0.197095,0.21683,0.196754,88.7453,89.8348,88.9866,89.8371,2.18027,2.18136,2.1776,2.18142,4626.81,4690.12,4636.68,4690.28,17909.4,18022.7,17930.8,18021.3,446.265,454.43,1760.65,1756.68,1703980.0,1913820.0,713.276,1047.06,-11.7225,2167.08,10.6478,-9.63553,1037.2,1246.3,251.007,752.271,1709.0,-10.6255,8.04389,303.618,6967050.0,9354.36,475.379,572.761,611.252,3251.42,485.497,919.237,0.90293,0.888278,0.995421,0.528388,0.516484,19.0,581.0,1092.0,986.0,970.0,1087.0,577.0,564.0,0.34728,0.65272,2804.43
231,N14,Mat67-PD-SCP-01,WT - DMSO,0.249894,0.11855,50.4503,45.1584,15.0085,13.5598,1229.31,679.267,479.565,3059250.0,670.124,4.41616,8.39168,467.13,528.88,462459.0,305164.0,15149.1,4276.79,4503.75,9925.33,4043.28,0.804506,14997600.0,4607340.0,4208360.0,5726920.0,2239980.0,698.152,502.696,2822830.0,0.00442371,0.0040327,0.00434378,0.0040281,444.676,705.71,451.405,701.291,110962000.0,113413000.0,110443000.0,113455000.0,1.52527,1.62811,1.53763,1.62754,6.17244e-05,5.45432e-05,6.29159e-05,5.46303e-05,3.17143,3.23314,3.18355,3.23287,-0.340091,-0.311268,-0.332184,-0.311394,0.849889,0.831034,0.844648,0.831115,0.222818,0.195735,0.214174,0.19563,90.5844,91.8118,90.7985,91.8111,2.18344,2.18574,2.1805,2.18579,4733.95,4804.25,4742.3,4804.19,18313.8,18448.8,18333.9,18450.7,488.621,495.123,654.541,633.579,623442.0,669595.0,640.84,864.107,-6.34636,1770.06,10.9977,-6.67508,832.712,1037.21,251.0,649.028,1404.62,-7.56127,8.14463,221.057,3874410.0,5808.0,517.009,641.817,420.155,3007.71,250.112,761.09,0.964912,0.959064,0.997076,0.562378,0.539961,17.0,443.0,1026.0,990.0,984.0,1023.0,577.0,554.0,0.301566,0.698434,3078.23
249,C12,Mat67-PD-SCP-02,Mut - PRO,0.32325,0.248578,54.5231,54.3809,34.0831,33.9835,944.103,639.107,438.531,4540590.0,656.206,6.8707,9.01026,500.905,492.833,770893.0,384410.0,17014.2,6278.96,7104.59,10468.5,5444.44,1.41301,26184800.0,11537800.0,9575420.0,8165440.0,4143220.0,688.397,446.292,3747930.0,0.00250746,0.00220101,0.0024087,0.00219926,456.346,736.614,480.048,733.529,207189000.0,208918000.0,205941000.0,208948000.0,1.58443,1.69688,1.60222,1.69506,5.32109e-05,4.54045e-05,5.38075e-05,4.55779e-05,3.33803,3.40537,3.35325,3.40463,-0.323823,-0.291922,-0.315183,-0.292294,0.846093,0.822887,0.840032,0.823232,0.186191,0.157413,0.176933,0.157916,101.774,102.946,102.03,102.946,2.26928,2.26892,2.26748,2.2689,5333.25,5401.89,5341.49,5401.78,20638.5,20754.4,20645.8,20755.5,406.985,415.84,3112.31,2537.31,3869390.0,5054400.0,663.837,987.278,-12.1145,2032.12,10.6193,-8.89565,943.106,1172.13,251.009,717.292,1602.54,-10.0081,7.50288,276.549,8950370.0,13419.1,429.409,512.948,412.836,3737.53,907.682,834.818,0.94766,0.939039,1.0,0.480296,0.468596,66.0,662.0,1624.0,1539.0,1525.0,1624.0,780.0,761.0,0.289589,0.710411,2866.56
250,C13,Mat67-PD-SCP-02,Mut - DMSO,0.309384,0.267269,45.6086,38.7662,30.4445,26.1272,979.883,719.306,427.635,4995160.0,733.698,4.98873,8.83681,477.133,506.979,423217.0,292020.0,15987.1,6345.48,6944.41,10055.3,5477.36,1.14385,14180600.0,6624970.0,5571330.0,5791840.0,3078280.0,798.705,446.278,4374800.0,0.0037917,0.00340085,0.00370592,0.00340631,418.047,681.118,435.511,679.175,198259000.0,201395000.0,198031000.0,201354000.0,1.54036,1.65104,1.55423,1.6507,5.83583e-05,5.04911e-05,5.94276e-05,5.0531e-05,3.26103,3.32708,3.2738,3.32723,-0.338624,-0.307407,-0.331029,-0.307383,0.853111,0.832264,0.848043,0.832216,0.207763,0.17861,0.199624,0.178576,98.54,99.7394,98.8027,99.7368,2.24001,2.24078,2.23759,2.24083,5367.91,5442.52,5378.93,5442.28,20815.1,20963.6,20837.1,20963.5,460.96,480.942,2738.42,2466.56,2165640.0,2612450.0,738.596,1129.94,-14.1824,2201.25,10.7297,-11.116,1057.41,1264.05,251.002,761.161,1734.96,-12.3683,9.91975,309.789,8508060.0,11214.6,452.548,560.051,379.519,3393.07,664.687,842.611,0.926855,0.91745,0.996865,0.601881,0.587252,18.0,472.0,957.0,887.0,878.0,954.0,576.0,562.0,0.330301,0.669699,2822.18
251,C14,Mat67-PD-SCP-02,WT - DMSO,0.247224,0.253914,39.7752,47.6701,25.5273,30.3406,947.457,698.979,393.451,3665360.0,690.973,4.17295,12.3595,442.076,634.91,457549.0,332058.0,15199.6,5002.98,5243.88,10938.4,5064.06,1.0028,15731600.0,5736810.0,5118050.0,5720810.0,2542160.0,713.246,402.474,3611920.0,0.00341827,0.00307588,0.0033272,0.00308916,438.929,708.047,455.734,701.025,164554000.0,168251000.0,163699000.0,168321000.0,1.54843,1.65466,1.56253,1.65237,5.8237e-05,5.09069e-05,5.92493e-05,5.1112e-05,3.24903,3.31202,3.26176,3.31074,-0.338852,-0.309533,-0.330804,-0.31022,0.853849,0.834616,0.848481,0.835077,0.206256,0.17878,0.197495,0.179413,99.0464,100.367,99.2428,100.366,2.23027,2.23221,2.22766,2.23211,5428.06,5509.41,5435.44,5509.33,21045.5,21219.3,21055.8,21222.4,506.998,486.748,1106.2,1055.36,1079630.0,1210180.0,663.842,926.711,-8.90284,1832.41,11.1856,-7.54457,868.004,1069.91,251.0,665.257,1452.3,-8.50104,8.12445,234.691,4823410.0,6881.6,483.249,598.078,340.558,3159.5,376.982,875.694,0.941765,0.930846,0.99545,0.475887,0.456779,19.0,462.0,1099.0,1035.0,1023.0,1094.0,523.0,502.0,0.295964,0.704036,3111.05
269,D12,Mat67-PD-SCP-02,Mut - PRO,0.295089,0.143051,46.8425,57.4859,16.949,20.6288,909.387,676.268,507.757,4590550.0,705.299,5.94048,8.63483,473.395,494.758,644291.0,352268.0,15811.8,5867.5,6788.06,10926.8,5531.8,1.27998,21519800.0,9958080.0,7897660.0,7779870.0,3811410.0,752.24,517.611,4161240.0,0.00324681,0.00288399,0.00314283,0.00289283,473.92,756.779,483.728,748.088,201239000.0,203432000.0,201462000.0,203499000.0,1.57782,1.68749,1.58995,1.68528,5.43453e-05,4.68776e-05,5.55162e-05,4.70522e-05,3.31042,3.37568,3.32231,3.37536,-0.325407,-0.294359,-0.318315,-0.294574,0.845595,0.823345,0.840604,0.823463,0.193202,0.165016,0.18529,0.165366,100.434,101.62,100.718,101.619,2.25339,2.25313,2.25149,2.25311,5269.17,5338.88,5281.73,5338.85,20380.8,20499.1,20411.7,20503.3,466.489,482.352,3014.54,2326.18,3131050.0,4422330.0,694.889,1046.99,-12.9343,2175.5,11.0047,-9.34441,1015.61,1253.05,251.344,754.768,1717.75,-10.6316,9.13667,304.211,9270310.0,12814.9,434.658,545.184,472.853,3642.86,818.626,1129.44,0.92585,0.915646,0.997959,0.484354,0.468707,33.0,614.0,1470.0,1361.0,1346.0,1467.0,712.0,689.0,0.294626,0.705374,2909.42
270,D13,Mat67-PD-SCP-02,Mut - DMSO,0.355672,0.120399,41.0305,45.1214,12.3949,13.5477,965.113,702.874,423.486,5379610.0,731.67,5.42407,9.88777,480.856,553.365,519325.0,330359.0,15481.9,6826.67,7653.73,10352.6,5972.08,1.48356,16720400.0,9169170.0,7325020.0,6180500.0,3499640.0,803.024,422.672,4795730.0,0.00390232,0.00348596,0.00380087,0.00347044,415.087,680.345,435.435,680.87,176304000.0,178631000.0,176182000.0,178645000.0,1.5319,1.64325,1.54725,1.64507,5.92668e-05,5.13224e-05,6.02957e-05,5.10757e-05,3.24428,3.31103,3.25736,3.31245,-0.334192,-0.30222,-0.326352,-0.301416,0.848398,0.826207,0.843038,0.825594,0.210644,0.180899,0.201939,0.180318,95.0089,96.1323,95.2581,96.1327,2.22551,2.22581,2.22295,2.22591,5016.33,5083.11,5026.24,5083.12,19428.6,19544.7,19444.4,19544.5,447.649,461.376,3393.16,2858.06,3066700.0,4065000.0,754.638,1247.28,-15.4802,2506.67,9.81689,-12.7708,1151.71,1429.38,251.0,840.522,1973.56,-14.1986,7.35448,363.785,10295700.0,13696.6,452.461,530.729,357.811,3410.36,968.855,917.804,0.900751,0.894912,0.999166,0.497915,0.488741,24.0,632.0,1199.0,1080.0,1073.0,1198.0,597.0,586.0,0.345167,0.654833,2801.23
271,D14,Mat67-PD-SCP-02,WT - DMSO,0.323863,0.326132,48.3487,47.3041,39.5265,38.7648,1044.68,662.863,388.082,3256710.0,653.163,4.89826,9.19892,491.694,543.608,536438.0,300615.0,15496.2,4671.4,4913.1,9977.25,4645.06,1.02671,16906300.0,5664810.0,5054450.0,5517420.0,2443300.0,669.06,391.273,3107820.0,0.00357627,0.0032543,0.00349237,0.00324287,437.332,688.686,439.119,691.979,153299000.0,156343000.0,152896000.0,156347000.0,1.54343,1.64523,1.55288,1.64669,5.93272e-05,5.22673e-05,6.08092e-05,5.20938e-05,3.23144,3.29226,3.24194,3.29308,-0.338272,-0.310161,-0.331409,-0.309706,0.852397,0.834053,0.847858,0.833773,0.208985,0.182576,0.201274,0.182161,96.3126,97.6017,96.5422,97.6026,2.21844,2.22024,2.21564,2.22047,5183.03,5260.91,5193.21,5260.98,20080.7,20250.3,20110.3,20248.9,380.242,370.228,857.043,831.882,900096.0,988171.0,655.633,883.463,-6.63942,1823.88,11.3069,-6.86307,856.22,1061.71,251.002,663.106,1442.11,-7.72132,8.74375,232.424,4835700.0,7152.26,502.156,588.386,330.217,3382.05,330.725,643.955,0.943772,0.935986,0.997405,0.478374,0.455017,22.0,520.0,1156.0,1091.0,1082.0,1153.0,553.0,526.0,0.310263,0.689737,3099.64
289,E12,Mat67-PD-SCP-02,Mut - PRO,0.304177,0.0957398,42.1739,42.3692,10.1625,10.2032,945.148,670.837,441.275,4213060.0,693.538,5.2034,7.51057,440.212,437.106,595167.0,268820.0,14486.2,5558.01,6280.31,9142.78,4886.63,1.63296,19585400.0,9181810.0,7458850.0,5622810.0,2936870.0,721.466,436.297,3525540.0,0.00330611,0.00296005,0.00321876,0.00295578,439.921,702.403,452.699,703.093,169300000.0,171311000.0,168731000.0,171345000.0,1.55447,1.66251,1.56809,1.66337,5.67808e-05,4.9289e-05,5.79279e-05,4.91792e-05,3.27366,3.33841,3.28578,3.33954,-0.33029,-0.299347,-0.322636,-0.298754,0.847607,0.825868,0.842374,0.825491,0.201833,0.173675,0.19369,0.173266,95.3073,96.4161,95.4997,96.4162,2.23787,2.2379,2.23516,2.23806,4922.15,4987.02,4929.3,4987.05,19036.9,19147.8,19046.8,19147.6,443.358,449.128,2605.49,2106.13,2826430.0,3809230.0,687.876,1031.27,-13.3349,2075.34,9.92568,-9.61412,957.693,1196.35,251.0,728.502,1637.12,-10.9853,6.91144,282.606,7617070.0,10647.6,439.68,516.911,405.993,3016.1,707.244,658.216,0.921609,0.914792,0.996592,0.419223,0.40968,33.0,462.0,1467.0,1352.0,1342.0,1462.0,615.0,601.0,0.239502,0.760498,2813.8
290,E13,Mat67-PD-SCP-02,Mut - DMSO,0.231826,0.0370865,32.6859,36.9802,3.09793,3.43082,1043.1,766.504,543.596,5242750.0,797.173,4.71517,7.3731,458.692,460.889,444473.0,212470.0,14455.3,6166.22,6839.82,9230.49,5396.69,1.70222,14007200.0,7243370.0,5919570.0,4255260.0,2406920.0,947.748,531.514,5114700.0,0.00455559,0.00412205,0.004465,0.00412225,418.845,686.691,440.438,680.21,189786000.0,191911000.0,189731000.0,191973000.0,1.52781,1.63854,1.5426,1.63668,5.98744e-05,5.21116e-05,6.09008e-05,5.21645e-05,3.23488,3.30077,3.24725,3.29979,-0.340148,-0.30896,-0.332617,-0.309422,0.852467,0.831625,0.84738,0.831978,0.214874,0.185709,0.206716,0.186135,96.7914,97.9578,97.0458,97.9592,2.22525,2.22644,2.2227,2.22625,5221.99,5292.24,5233.38,5292.37,20240.4,20368.7,20261.5,20372.5,620.396,672.524,2911.29,2544.48,2442710.0,3083060.0,755.214,1184.33,-14.06,2355.55,9.91034,-11.334,1120.39,1344.86,251.0,801.396,1852.91,-12.6489,7.62304,342.084,11222200.0,13684.7,468.971,514.322,520.401,2965.64,688.919,735.293,0.913289,0.904807,0.998115,0.434496,0.420358,15.0,534.0,1061.0,969.0,960.0,1059.0,461.0,446.0,0.334796,0.665204,2672.14
291,E14,Mat67-PD-SCP-02,WT - DMSO,0.318916,0.0993838,43.1449,43.0428,10.7955,10.7785,1010.61,643.408,417.223,3220620.0,634.245,3.98573,12.4886,422.398,686.329,473508.0,271100.0,14818.5,4757.07,5005.57,11124.9,5066.91,1.37489,16611500.0,6041720.0,5275600.0,4394340.0,1925430.0,628.756,407.955,3185850.0,0.00352585,0.00320113,0.00343373,0.00319423,433.318,690.533,446.978,693.051,158586000.0,161320000.0,157656000.0,161323000.0,1.53786,1.6422,1.55311,1.64345,6.00651e-05,5.27631e-05,6.09865e-05,5.26649e-05,3.23283,3.29537,3.2467,3.2961,-0.333042,-0.303363,-0.324563,-0.302958,0.847807,0.827471,0.842072,0.827253,0.208752,0.181466,0.199718,0.181262,93.7714,94.9572,94.0154,94.957,2.21425,2.21525,2.21176,2.2154,4869.27,4938.34,4879.99,4938.32,18838.8,18969.8,18863.4,18968.4,405.675,402.384,1123.98,1093.21,1212370.0,1356640.0,633.125,817.664,-5.75214,1866.5,11.9408,-5.71327,853.309,1085.4,251.003,674.268,1476.1,-6.32284,10.535,241.204,5699420.0,8713.24,471.704,562.951,364.037,2984.66,386.264,674.785,0.922634,0.912757,0.993416,0.325103,0.312757,18.0,522.0,1215.0,1121.0,1109.0,1207.0,395.0,380.0,0.300518,0.699482,2997.01
309,F12,Mat67-PD-SCP-02,Mut - PRO,0.259883,0.215647,42.6981,50.8719,23.2768,27.4528,947.389,701.906,425.18,4401890.0,730.282,4.54638,7.79446,397.439,429.564,587018.0,294681.0,14153.0,5524.99,6271.34,9341.86,5039.93,1.56477,20904000.0,10027900.0,8110690.0,6408520.0,3361630.0,813.919,426.104,4102090.0,0.00340286,0.00304289,0.00330335,0.00303433,450.876,719.873,466.142,722.154,170882000.0,173038000.0,170862000.0,173046000.0,1.56103,1.66976,1.57589,1.67151,5.59321e-05,4.83837e-05,5.6917e-05,4.81549e-05,3.28336,3.34898,3.29674,3.35011,-0.326249,-0.294904,-0.31852,-0.294338,0.844401,0.821715,0.839039,0.821448,0.199178,0.170594,0.190577,0.170159,95.6711,96.7883,95.9511,96.788,2.23933,2.23933,2.23738,2.23936,4898.27,4962.76,4911.12,4962.7,18933.7,19039.2,18964.0,19037.8,507.444,548.378,2457.98,1999.8,2935700.0,3930310.0,692.596,1072.08,-12.3122,2302.54,11.0843,-9.51277,1048.5,1319.23,251.0,787.592,1814.54,-10.8535,9.86318,322.172,8793690.0,11631.5,435.841,530.188,436.682,2886.99,687.538,710.35,0.921397,0.915783,0.997505,0.427948,0.416095,42.0,695.0,1603.0,1477.0,1468.0,1599.0,686.0,667.0,0.302437,0.697563,2881.91
310,F13,Mat67-PD-SCP-02,Mut - DMSO,0.324869,0.19926,45.8014,40.0898,22.7755,20.0926,1115.51,741.64,397.768,5105270.0,762.28,4.0738,7.9557,455.654,483.259,438339.0,229065.0,14890.8,6340.58,6883.76,9711.78,5703.64,1.56864,14324900.0,7221070.0,6055250.0,4603390.0,2635080.0,826.767,402.038,4715580.0,0.00441221,0.00397585,0.00429924,0.00396532,406.649,661.011,424.061,666.936,168845000.0,171595000.0,168204000.0,171585000.0,1.51963,1.62978,1.53527,1.63121,6.05848e-05,5.26028e-05,6.1486e-05,5.24974e-05,3.22271,3.28921,3.23606,3.29019,-0.342515,-0.31085,-0.334417,-0.310315,0.85374,0.832781,0.848413,0.832472,0.218251,0.188921,0.20953,0.188556,94.2326,95.3576,94.4517,95.356,2.22125,2.22255,2.21866,2.22251,5036.77,5105.07,5045.69,5104.99,19519.2,19648.0,19534.0,19644.7,499.593,518.606,2862.52,2605.04,2487820.0,3002790.0,771.019,1219.38,-15.7739,2402.16,9.5664,-12.4618,1134.6,1375.48,251.003,813.271,1894.49,-13.8987,8.13398,351.113,10564300.0,13280.3,486.798,546.79,368.106,2868.68,668.253,626.838,0.914449,0.907795,0.997148,0.45057,0.439163,11.0,501.0,1052.0,962.0,955.0,1049.0,474.0,462.0,0.322601,0.677399,2777.37
311,F14,Mat67-PD-SCP-02,WT - DMSO,0.325941,0.36676,36.4257,44.3121,33.8299,40.7379,1142.36,656.803,368.673,3008050.0,649.211,4.0381,9.14343,438.448,533.11,506408.0,267621.0,14040.7,4315.69,4579.83,9525.66,4461.17,1.15504,16217000.0,5523280.0,4932830.0,4781880.0,2127980.0,666.939,370.856,2975330.0,0.00393151,0.00358898,0.00385533,0.00357997,432.573,689.448,440.964,682.724,136396000.0,138781000.0,135350000.0,138836000.0,1.53381,1.63744,1.5451,1.63569,6.02993e-05,5.3113e-05,6.16865e-05,5.31662e-05,3.21147,3.27301,3.2221,3.2726,-0.338108,-0.309314,-0.330685,-0.309462,0.850961,0.831993,0.845965,0.83217,0.213284,0.186426,0.205391,0.186737,93.2249,94.4495,93.3633,94.4477,2.2058,2.20753,2.20229,2.20774,4916.81,4989.5,4920.99,4989.38,19034.6,19181.4,19037.8,19184.2,405.918,407.556,1019.14,981.155,1121460.0,1229080.0,646.394,886.867,-8.8767,1875.56,11.0208,-7.3887,868.781,1092.43,251.008,676.413,1485.11,-8.13353,6.90752,239.865,4709520.0,6970.73,516.625,571.289,315.677,2907.15,265.96,454.789,0.95297,0.943069,0.99505,0.414191,0.393564,14.0,458.0,1212.0,1155.0,1143.0,1206.0,502.0,477.0,0.274251,0.725749,2957.58
